Shipment ID,Business Unit,SCAC Code,Shipment Date,Requested Delivery Date,Actual Delivery Date,Late Reason
SHIP-100642,Business Unit B,CHRW,2025-12-23,2025-12-25,2025-12-25,None
SHIP-100643,Business Unit A,CHRW,2025-03-09,2025-03-14,2025-03-13,None
SHIP-100644,Business Unit B,JBHT,2025-05-09,2025-05-12,2025-05-12,None
SHIP-100645,Business Unit A,EXPD,2025-04-16,2025-04-18,2025-04-17,None
SHIP-100646,Business Unit A,KNIN,2025-10-14,2025-10-16,2025-10-15,None
SHIP-100647,Business Unit A,JBHT,2025-02-07,2025-02-12,2025-02-12,None
SHIP-100648,Business Unit B,CHRW,2025-05-12,2025-05-16,2025-05-16,None
SHIP-100649,Business Unit B,MAEU,2025-03-11,2025-03-14,2025-03-14,None
SHIP-100650,Business Unit A,EXPD,2025-12-18,2025-12-23,2025-12-22,None
SHIP-100651,Business Unit A,EXPD,2025-03-27,2025-03-29,2025-03-31,equipment failure
SHIP-100652,Business Unit A,JBHT,2025-11-27,2025-12-01,2025-12-01,None
SHIP-100653,Business Unit A,KNIN,2025-03-13,2025-03-17,2025-03-20,consignee reschedule
SHIP-100654,Business Unit A,EXPD,2025-03-21,2025-03-23,2025-03-23,None
SHIP-100655,Business Unit B,KNIN,2025-02-14,2025-02-18,2025-02-21,consignee reschedule
SHIP-100656,Business Unit B,KNIN,2025-08-09,2025-08-11,2025-08-10,None
SHIP-100657,Business Unit A,JBHT,2025-10-17,2025-10-22,2025-10-21,None
SHIP-100658,Business Unit B,JBHT,2025-10-12,2025-10-16,2025-10-15,None
SHIP-100659,Business Unit A,CHRW,2025-12-22,2025-12-26,2025-12-25,None
SHIP-100660,Business Unit B,MAEU,2025-10-14,2025-10-17,2025-10-17,None
SHIP-100661,Business Unit A,KNIN,2025-09-26,2025-09-30,2025-09-30,None
SHIP-100662,Business Unit A,KNIN,2025-01-25,2025-01-27,2025-01-26,None
SHIP-100663,Business Unit B,MAEU,2025-03-23,2025-03-26,2025-03-26,None
SHIP-100664,Business Unit A,MAEU,2025-02-10,2025-02-13,2025-02-13,None
SHIP-100665,Business Unit B,MAEU,2025-07-05,2025-07-08,2025-07-08,None
SHIP-100666,Business Unit B,KNIN,2025-11-20,2025-11-22,2025-11-21,None
SHIP-100667,Business Unit A,CHRW,2025-12-26,2025-12-31,2026-01-03,carrier delay
SHIP-100668,Business Unit A,EXPD,2025-07-11,2025-07-15,2025-07-15,None
SHIP-100669,Business Unit A,JBHT,2025-01-07,2025-01-09,2025-01-08,None
SHIP-100670,Business Unit B,CHRW,2025-04-17,2025-04-20,2025-04-19,None
SHIP-100671,Business Unit B,JBHT,2025-04-01,2025-04-05,2025-04-04,None
SHIP-100672,Business Unit A,EXPD,2025-04-22,2025-04-25,2025-04-24,None
SHIP-100673,Business Unit B,KNIN,2025-01-19,2025-01-22,2025-01-22,None
SHIP-100674,Business Unit B,KNIN,2025-04-22,2025-04-25,2025-04-28,late pick
SHIP-100675,Business Unit B,CHRW,2025-08-25,2025-08-27,2025-08-27,None
SHIP-100676,Business Unit B,EXPD,2025-04-09,2025-04-14,2025-04-13,None
SHIP-100677,Business Unit A,CHRW,2025-05-26,2025-05-30,2025-05-29,None
SHIP-100678,Business Unit B,JBHT,2025-05-14,2025-05-19,2025-05-18,None
SHIP-100679,Business Unit B,CHRW,2025-01-29,2025-01-31,2025-01-31,None
SHIP-100680,Business Unit A,EXPD,2025-06-23,2025-06-25,2025-06-25,None
SHIP-100681,Business Unit A,KNIN,2025-12-23,2025-12-28,2025-12-27,None
SHIP-100682,Business Unit A,JBHT,2025-07-05,2025-07-10,2025-07-10,None
SHIP-100683,Business Unit B,MAEU,2025-01-21,2025-01-24,2025-01-23,None
SHIP-100684,Business Unit B,MAEU,2025-12-27,2026-01-01,2025-12-31,None
SHIP-100685,Business Unit B,KNIN,2025-02-22,2025-02-26,2025-02-26,None
SHIP-100686,Business Unit A,CHRW,2025-02-09,2025-02-13,2025-02-13,None
SHIP-100687,Business Unit B,MAEU,2025-08-16,2025-08-21,2025-08-23,weather
SHIP-100688,Business Unit B,JBHT,2025-09-20,2025-09-25,2025-09-24,None
SHIP-100689,Business Unit A,MAEU,2025-01-26,2025-01-29,2025-01-28,None
SHIP-100690,Business Unit B,KNIN,2025-06-06,2025-06-11,2025-06-11,None
SHIP-100691,Business Unit A,MAEU,2025-11-21,2025-11-24,2025-11-24,None
SHIP-100692,Business Unit A,MAEU,2025-02-06,2025-02-10,2025-02-10,None
SHIP-100693,Business Unit A,KNIN,2025-12-13,2025-12-16,2025-12-15,None
SHIP-100694,Business Unit A,KNIN,2025-11-16,2025-11-19,2025-11-19,None
SHIP-100695,Business Unit A,EXPD,2025-05-17,2025-05-20,2025-05-20,None
SHIP-100696,Business Unit B,EXPD,2025-02-16,2025-02-20,2025-02-23,consignee reschedule
SHIP-100697,Business Unit A,KNIN,2025-08-18,2025-08-23,2025-08-23,None
SHIP-100698,Business Unit B,EXPD,2025-08-31,2025-09-02,2025-09-02,None
SHIP-100699,Business Unit B,KNIN,2025-12-17,2025-12-20,2025-12-19,None
SHIP-100700,Business Unit B,EXPD,2025-10-25,2025-10-29,2025-10-29,None
SHIP-100701,Business Unit B,JBHT,2025-11-21,2025-11-23,2025-11-23,None
SHIP-100702,Business Unit B,EXPD,2025-01-01,2025-01-06,2025-01-05,None
SHIP-100703,Business Unit A,JBHT,2025-02-05,2025-02-07,2025-02-07,None
SHIP-100704,Business Unit B,CHRW,2025-02-24,2025-02-27,2025-02-26,None
SHIP-100705,Business Unit B,EXPD,2025-05-03,2025-05-08,2025-05-07,None
SHIP-100706,Business Unit A,MAEU,2025-05-17,2025-05-20,2025-05-19,None
SHIP-100707,Business Unit A,KNIN,2025-11-25,2025-11-29,2025-11-28,None
SHIP-100708,Business Unit B,JBHT,2025-08-21,2025-08-23,2025-08-23,None
SHIP-100709,Business Unit B,JBHT,2025-12-10,2025-12-15,2025-12-14,None
SHIP-100710,Business Unit B,CHRW,2025-11-28,2025-12-02,2025-12-01,None
SHIP-100711,Business Unit A,KNIN,2025-03-15,2025-03-19,2025-03-18,None
SHIP-100712,Business Unit A,MAEU,2025-07-06,2025-07-11,2025-07-11,None
SHIP-100713,Business Unit A,MAEU,2025-10-09,2025-10-11,2025-10-10,None
SHIP-100714,Business Unit A,CHRW,2025-10-08,2025-10-10,2025-10-09,None
SHIP-100715,Business Unit A,EXPD,2025-02-09,2025-02-14,2025-02-13,None
SHIP-100716,Business Unit A,CHRW,2025-04-23,2025-04-26,2025-04-26,None
SHIP-100717,Business Unit B,JBHT,2025-08-11,2025-08-15,2025-08-14,None
SHIP-100718,Business Unit B,KNIN,2025-06-30,2025-07-05,2025-07-05,None
SHIP-100719,Business Unit A,MAEU,2025-04-06,2025-04-10,2025-04-10,None
SHIP-100720,Business Unit A,EXPD,2025-10-24,2025-10-27,2025-10-26,None
SHIP-100721,Business Unit B,EXPD,2025-04-01,2025-04-03,2025-04-03,None
SHIP-100722,Business Unit B,KNIN,2025-08-26,2025-08-28,2025-08-27,None
SHIP-100723,Business Unit B,MAEU,2025-03-04,2025-03-09,2025-03-12,consignee reschedule
SHIP-100724,Business Unit A,EXPD,2025-12-16,2025-12-20,2025-12-20,None
SHIP-100725,Business Unit A,MAEU,2025-03-25,2025-03-30,2025-03-30,None
SHIP-100726,Business Unit B,EXPD,2025-03-27,2025-03-29,2025-03-28,None
SHIP-100727,Business Unit B,CHRW,2025-05-16,2025-05-19,2025-05-18,None
SHIP-100728,Business Unit A,MAEU,2025-05-17,2025-05-20,2025-05-20,None
SHIP-100729,Business Unit A,KNIN,2025-08-18,2025-08-23,2025-08-23,None
SHIP-100730,Business Unit B,JBHT,2025-06-18,2025-06-22,2025-06-21,None
SHIP-100731,Business Unit B,KNIN,2025-11-21,2025-11-25,2025-11-24,None
SHIP-100732,Business Unit A,KNIN,2025-02-04,2025-02-07,2025-02-06,None
SHIP-100733,Business Unit A,JBHT,2025-06-04,2025-06-07,2025-06-06,None
SHIP-100734,Business Unit B,KNIN,2025-01-07,2025-01-11,2025-01-11,None
SHIP-100735,Business Unit B,EXPD,2025-12-04,2025-12-08,2025-12-08,None
SHIP-100736,Business Unit B,JBHT,2025-04-30,2025-05-05,2025-05-05,None
SHIP-100737,Business Unit A,EXPD,2025-04-21,2025-04-24,2025-04-23,None
SHIP-100738,Business Unit B,CHRW,2025-04-10,2025-04-15,2025-04-18,weather
SHIP-100739,Business Unit B,EXPD,2025-12-27,2025-12-31,2025-12-31,None
SHIP-100740,Business Unit B,MAEU,2025-06-22,2025-06-26,2025-06-26,None
SHIP-100741,Business Unit A,JBHT,2025-06-16,2025-06-20,2025-06-19,None
SHIP-100742,Business Unit A,CHRW,2025-05-06,2025-05-08,2025-05-07,None
SHIP-100743,Business Unit A,JBHT,2025-03-06,2025-03-11,2025-03-10,None
SHIP-100744,Business Unit B,MAEU,2025-02-02,2025-02-06,2025-02-05,None
SHIP-100745,Business Unit A,MAEU,2025-01-30,2025-02-02,2025-02-01,None
SHIP-100746,Business Unit B,EXPD,2025-10-06,2025-10-11,2025-10-10,None
SHIP-100747,Business Unit A,KNIN,2025-07-03,2025-07-07,2025-07-07,None
SHIP-100748,Business Unit B,CHRW,2025-09-01,2025-09-04,2025-09-04,None
SHIP-100749,Business Unit A,KNIN,2025-03-30,2025-04-03,2025-04-03,None
SHIP-100750,Business Unit A,CHRW,2025-08-22,2025-08-26,2025-08-26,None
SHIP-100751,Business Unit B,EXPD,2025-05-09,2025-05-11,2025-05-11,None
SHIP-100752,Business Unit A,CHRW,2025-04-22,2025-04-24,2025-04-24,None
SHIP-100753,Business Unit B,KNIN,2025-10-19,2025-10-24,2025-10-23,None
SHIP-100754,Business Unit B,JBHT,2025-04-18,2025-04-22,2025-04-22,None
SHIP-100755,Business Unit A,KNIN,2025-02-07,2025-02-09,2025-02-09,None
SHIP-100756,Business Unit A,MAEU,2025-12-15,2025-12-18,2025-12-17,None
SHIP-100757,Business Unit A,KNIN,2025-01-30,2025-02-03,2025-02-03,None
SHIP-100758,Business Unit A,KNIN,2025-09-02,2025-09-04,2025-09-04,None
SHIP-100759,Business Unit A,EXPD,2025-11-13,2025-11-17,2025-11-16,None
SHIP-100760,Business Unit A,MAEU,2025-04-10,2025-04-15,2025-04-14,None
SHIP-100761,Business Unit B,MAEU,2025-06-07,2025-06-12,2025-06-12,None
SHIP-100762,Business Unit B,MAEU,2025-05-04,2025-05-09,2025-05-08,None
SHIP-100763,Business Unit B,JBHT,2025-12-05,2025-12-07,2025-12-07,None
SHIP-100764,Business Unit B,JBHT,2025-11-09,2025-11-12,2025-11-14,late pick
SHIP-100765,Business Unit A,EXPD,2025-05-03,2025-05-06,2025-05-06,None
SHIP-100766,Business Unit A,EXPD,2025-05-24,2025-05-27,2025-05-26,None
SHIP-100767,Business Unit A,CHRW,2025-03-06,2025-03-11,2025-03-12,weather
SHIP-100768,Business Unit B,EXPD,2025-03-16,2025-03-18,2025-03-18,None
SHIP-100769,Business Unit A,EXPD,2025-04-19,2025-04-23,2025-04-23,None
SHIP-100770,Business Unit A,JBHT,2025-07-17,2025-07-22,2025-07-21,None
SHIP-100771,Business Unit B,KNIN,2025-06-11,2025-06-16,2025-06-16,None
SHIP-100772,Business Unit A,KNIN,2025-01-26,2025-01-29,2025-01-28,None
SHIP-100773,Business Unit B,KNIN,2025-04-06,2025-04-08,2025-04-07,None
SHIP-100774,Business Unit A,KNIN,2025-04-27,2025-05-01,2025-04-30,None
SHIP-100775,Business Unit A,JBHT,2025-08-02,2025-08-04,2025-08-03,None
SHIP-100776,Business Unit A,MAEU,2025-01-21,2025-01-23,2025-01-22,None
SHIP-100777,Business Unit A,JBHT,2025-01-24,2025-01-28,2025-01-27,None
SHIP-100778,Business Unit A,JBHT,2025-04-03,2025-04-07,2025-04-06,None
SHIP-100779,Business Unit A,CHRW,2025-07-19,2025-07-21,2025-07-20,None
SHIP-100780,Business Unit B,EXPD,2025-01-02,2025-01-05,2025-01-04,None
SHIP-100781,Business Unit A,EXPD,2025-12-13,2025-12-17,2025-12-20,late pick
SHIP-100782,Business Unit A,JBHT,2025-11-22,2025-11-24,2025-11-23,None
SHIP-100783,Business Unit B,KNIN,2025-01-10,2025-01-14,2025-01-13,None
SHIP-100784,Business Unit A,MAEU,2025-10-19,2025-10-22,2025-10-22,None
SHIP-100785,Business Unit B,CHRW,2025-06-02,2025-06-04,2025-06-03,None
SHIP-100786,Business Unit B,EXPD,2025-10-18,2025-10-23,2025-10-22,None
SHIP-100787,Business Unit A,JBHT,2025-03-06,2025-03-08,2025-03-07,None
SHIP-100788,Business Unit B,KNIN,2025-07-14,2025-07-19,2025-07-19,None
SHIP-100789,Business Unit B,KNIN,2025-06-18,2025-06-23,2025-06-22,None
SHIP-100790,Business Unit A,JBHT,2025-10-24,2025-10-29,2025-11-01,weather
SHIP-100791,Business Unit A,EXPD,2025-08-17,2025-08-19,2025-08-21,late pick
SHIP-100792,Business Unit B,MAEU,2025-06-12,2025-06-17,2025-06-20,consignee reschedule
SHIP-100793,Business Unit B,KNIN,2025-08-10,2025-08-15,2025-08-14,None
SHIP-100794,Business Unit B,EXPD,2025-01-12,2025-01-16,2025-01-16,None
SHIP-100795,Business Unit B,KNIN,2025-07-31,2025-08-04,2025-08-04,None
SHIP-100796,Business Unit B,JBHT,2025-12-09,2025-12-14,2025-12-13,None
SHIP-100797,Business Unit B,JBHT,2025-01-10,2025-01-14,2025-01-14,None
SHIP-100798,Business Unit A,KNIN,2025-11-23,2025-11-27,2025-11-30,weather
SHIP-100799,Business Unit B,KNIN,2025-09-04,2025-09-07,2025-09-07,None
SHIP-100800,Business Unit A,CHRW,2025-07-19,2025-07-22,2025-07-22,None
SHIP-100801,Business Unit A,MAEU,2025-11-18,2025-11-22,2025-11-21,None
SHIP-100802,Business Unit A,CHRW,2025-10-28,2025-11-02,2025-11-05,late pick
SHIP-100803,Business Unit A,EXPD,2025-06-19,2025-06-23,2025-06-23,None
SHIP-100804,Business Unit A,KNIN,2025-11-01,2025-11-05,2025-11-04,None
SHIP-100805,Business Unit A,EXPD,2025-02-16,2025-02-21,2025-02-20,None
SHIP-100806,Business Unit B,EXPD,2025-04-06,2025-04-08,2025-04-08,None
SHIP-100807,Business Unit A,KNIN,2025-07-20,2025-07-23,2025-07-22,None
SHIP-100808,Business Unit A,JBHT,2025-05-24,2025-05-27,2025-05-27,None
SHIP-100809,Business Unit B,KNIN,2025-09-18,2025-09-22,2025-09-21,None
SHIP-100810,Business Unit A,MAEU,2025-12-30,2026-01-03,2026-01-03,None
SHIP-100811,Business Unit B,MAEU,2025-04-27,2025-04-30,2025-04-30,None
SHIP-100812,Business Unit A,EXPD,2025-07-04,2025-07-06,2025-07-05,None
SHIP-100813,Business Unit A,JBHT,2025-04-02,2025-04-05,2025-04-04,None
SHIP-100814,Business Unit A,MAEU,2025-02-25,2025-03-02,2025-03-01,None
SHIP-100815,Business Unit A,KNIN,2025-05-29,2025-06-01,2025-06-01,None
SHIP-100816,Business Unit B,JBHT,2025-05-22,2025-05-27,2025-05-27,None
SHIP-100817,Business Unit B,KNIN,2025-11-08,2025-11-10,2025-11-09,None
SHIP-100818,Business Unit A,KNIN,2025-01-16,2025-01-20,2025-01-20,None
SHIP-100819,Business Unit A,KNIN,2025-01-03,2025-01-05,2025-01-04,None
SHIP-100820,Business Unit A,KNIN,2025-09-11,2025-09-15,2025-09-16,late pick
SHIP-100821,Business Unit A,MAEU,2025-06-23,2025-06-28,2025-06-27,None
SHIP-100822,Business Unit A,KNIN,2025-02-13,2025-02-15,2025-02-14,None
SHIP-100823,Business Unit A,KNIN,2025-05-10,2025-05-14,2025-05-13,None
SHIP-100824,Business Unit A,EXPD,2025-04-04,2025-04-09,2025-04-09,None
SHIP-100825,Business Unit B,EXPD,2025-06-09,2025-06-12,2025-06-11,None
SHIP-100826,Business Unit B,EXPD,2025-12-29,2025-12-31,2025-12-31,None
SHIP-100827,Business Unit A,CHRW,2025-11-16,2025-11-18,2025-11-18,None
SHIP-100828,Business Unit B,MAEU,2025-02-24,2025-02-28,2025-02-28,None
SHIP-100829,Business Unit A,CHRW,2025-10-15,2025-10-17,2025-10-17,None
SHIP-100830,Business Unit B,MAEU,2025-11-13,2025-11-18,2025-11-18,None
SHIP-100831,Business Unit A,MAEU,2025-04-08,2025-04-12,2025-04-12,None
SHIP-100832,Business Unit B,EXPD,2025-10-16,2025-10-19,2025-10-18,None
SHIP-100833,Business Unit B,JBHT,2025-02-11,2025-02-14,2025-02-15,late pick
SHIP-100834,Business Unit B,KNIN,2025-04-01,2025-04-04,2025-04-03,None
SHIP-100835,Business Unit B,CHRW,2025-12-27,2025-12-31,2025-12-31,None
SHIP-100836,Business Unit B,MAEU,2025-06-29,2025-07-01,2025-06-30,None
SHIP-100837,Business Unit A,JBHT,2025-11-26,2025-12-01,2025-12-01,None
SHIP-100838,Business Unit B,CHRW,2025-10-13,2025-10-18,2025-10-20,carrier delay
SHIP-100839,Business Unit A,MAEU,2025-06-23,2025-06-26,2025-06-27,late pick
SHIP-100840,Business Unit A,CHRW,2025-06-27,2025-06-29,2025-06-28,None
SHIP-100841,Business Unit A,KNIN,2025-06-26,2025-06-29,2025-06-29,None
SHIP-100842,Business Unit A,KNIN,2025-06-17,2025-06-20,2025-06-20,None
SHIP-100843,Business Unit A,JBHT,2025-03-14,2025-03-16,2025-03-16,None
SHIP-100844,Business Unit B,EXPD,2025-05-15,2025-05-18,2025-05-19,carrier delay
SHIP-100845,Business Unit B,JBHT,2025-07-01,2025-07-06,2025-07-06,None
SHIP-100846,Business Unit B,CHRW,2025-05-05,2025-05-09,2025-05-08,None
SHIP-100847,Business Unit B,JBHT,2025-12-18,2025-12-23,2025-12-23,None
SHIP-100848,Business Unit A,MAEU,2025-11-20,2025-11-23,2025-11-24,traffic
SHIP-100849,Business Unit B,KNIN,2025-09-22,2025-09-26,2025-09-25,None
SHIP-100850,Business Unit B,EXPD,2025-07-24,2025-07-28,2025-07-29,equipment failure
SHIP-100851,Business Unit A,CHRW,2025-01-23,2025-01-26,2025-01-26,None
SHIP-100852,Business Unit A,KNIN,2025-06-06,2025-06-10,2025-06-11,equipment failure
SHIP-100853,Business Unit A,JBHT,2025-01-16,2025-01-20,2025-01-19,None
SHIP-100854,Business Unit A,CHRW,2025-02-06,2025-02-09,2025-02-08,None
SHIP-100855,Business Unit B,CHRW,2025-07-08,2025-07-13,2025-07-12,None
SHIP-100856,Business Unit A,KNIN,2025-10-06,2025-10-10,2025-10-09,None
SHIP-100857,Business Unit B,KNIN,2025-05-29,2025-06-03,2025-06-02,None
SHIP-100858,Business Unit A,KNIN,2025-10-26,2025-10-30,2025-10-30,None
SHIP-100859,Business Unit A,EXPD,2025-01-05,2025-01-08,2025-01-08,None
SHIP-100860,Business Unit A,JBHT,2025-06-25,2025-06-28,2025-06-28,None
SHIP-100861,Business Unit A,KNIN,2025-08-08,2025-08-10,2025-08-12,consignee reschedule
SHIP-100862,Business Unit B,EXPD,2025-02-06,2025-02-10,2025-02-09,None
SHIP-100863,Business Unit A,CHRW,2025-05-15,2025-05-17,2025-05-16,None
SHIP-100864,Business Unit B,JBHT,2025-03-13,2025-03-15,2025-03-14,None
SHIP-100865,Business Unit B,KNIN,2025-09-30,2025-10-04,2025-10-05,consignee reschedule
SHIP-100866,Business Unit A,JBHT,2025-05-11,2025-05-14,2025-05-13,None
SHIP-100867,Business Unit B,MAEU,2025-08-21,2025-08-24,2025-08-26,equipment failure
SHIP-100868,Business Unit A,JBHT,2026-01-01,2026-01-03,2026-01-02,None
SHIP-100869,Business Unit B,MAEU,2025-09-01,2025-09-04,2025-09-04,None
SHIP-100870,Business Unit B,KNIN,2025-07-27,2025-07-31,2025-07-31,None
SHIP-100871,Business Unit A,EXPD,2025-11-17,2025-11-20,2025-11-19,None
SHIP-100872,Business Unit B,CHRW,2025-11-18,2025-11-23,2025-11-22,None
SHIP-100873,Business Unit B,KNIN,2025-12-28,2026-01-02,2026-01-02,None
SHIP-100874,Business Unit B,EXPD,2025-08-26,2025-08-30,2025-08-29,None
SHIP-100875,Business Unit B,EXPD,2025-02-20,2025-02-25,2025-02-24,None
SHIP-100876,Business Unit B,MAEU,2025-04-02,2025-04-05,2025-04-04,None
SHIP-100877,Business Unit B,MAEU,2025-05-05,2025-05-09,2025-05-09,None
SHIP-100878,Business Unit B,EXPD,2025-05-10,2025-05-12,2025-05-12,None
SHIP-100879,Business Unit B,EXPD,2025-10-04,2025-10-07,2025-10-07,None
SHIP-100880,Business Unit A,JBHT,2025-11-30,2025-12-04,2025-12-06,late pick
SHIP-100881,Business Unit A,CHRW,2025-10-25,2025-10-30,2025-10-30,None
SHIP-100882,Business Unit B,MAEU,2025-07-25,2025-07-28,2025-07-27,None
SHIP-100883,Business Unit B,MAEU,2025-11-16,2025-11-19,2025-11-18,None
SHIP-100884,Business Unit B,JBHT,2025-09-15,2025-09-18,2025-09-19,carrier delay
SHIP-100885,Business Unit A,JBHT,2025-05-27,2025-05-30,2025-05-29,None
SHIP-100886,Business Unit A,JBHT,2025-02-22,2025-02-25,2025-02-27,weather
SHIP-100887,Business Unit A,MAEU,2025-09-05,2025-09-09,2025-09-09,None
SHIP-100888,Business Unit A,JBHT,2025-12-21,2025-12-26,2025-12-25,None
SHIP-100889,Business Unit A,MAEU,2025-01-21,2025-01-24,2025-01-24,None
SHIP-100890,Business Unit B,MAEU,2025-11-06,2025-11-10,2025-11-10,None
SHIP-100891,Business Unit B,JBHT,2025-09-24,2025-09-28,2025-09-27,None
SHIP-100892,Business Unit B,JBHT,2025-04-05,2025-04-07,2025-04-07,None
SHIP-100893,Business Unit A,MAEU,2025-03-19,2025-03-22,2025-03-22,None
SHIP-100894,Business Unit A,MAEU,2025-07-09,2025-07-12,2025-07-12,None
SHIP-100895,Business Unit A,MAEU,2025-09-07,2025-09-12,2025-09-11,None
SHIP-100896,Business Unit A,EXPD,2025-10-16,2025-10-18,2025-10-21,traffic
SHIP-100897,Business Unit B,EXPD,2025-07-16,2025-07-18,2025-07-21,equipment failure
SHIP-100898,Business Unit A,KNIN,2025-07-18,2025-07-23,2025-07-22,None
SHIP-100899,Business Unit A,JBHT,2025-08-29,2025-09-02,2025-09-01,None
SHIP-100900,Business Unit B,EXPD,2025-10-02,2025-10-06,2025-10-06,None
SHIP-100901,Business Unit A,KNIN,2025-03-02,2025-03-07,2025-03-07,None
SHIP-100902,Business Unit A,EXPD,2025-03-05,2025-03-09,2025-03-08,None
SHIP-100903,Business Unit A,CHRW,2025-01-20,2025-01-24,2025-01-24,None
SHIP-100904,Business Unit B,KNIN,2025-12-31,2026-01-05,2026-01-05,None
SHIP-100905,Business Unit A,CHRW,2025-04-01,2025-04-04,2025-04-04,None
SHIP-100906,Business Unit A,CHRW,2025-06-01,2025-06-05,2025-06-04,None
SHIP-100907,Business Unit A,EXPD,2025-03-18,2025-03-22,2025-03-21,None
SHIP-100908,Business Unit B,CHRW,2025-08-29,2025-09-03,2025-09-03,None
SHIP-100909,Business Unit B,JBHT,2025-12-01,2025-12-05,2025-12-05,None
SHIP-100910,Business Unit B,JBHT,2025-09-07,2025-09-10,2025-09-09,None
SHIP-100911,Business Unit B,KNIN,2025-07-15,2025-07-20,2025-07-20,None
SHIP-100912,Business Unit A,JBHT,2025-12-04,2025-12-09,2025-12-09,None
SHIP-100913,Business Unit B,MAEU,2025-04-06,2025-04-10,2025-04-09,None
SHIP-100914,Business Unit B,MAEU,2025-03-19,2025-03-23,2025-03-23,None
SHIP-100915,Business Unit A,CHRW,2025-08-19,2025-08-22,2025-08-22,None
SHIP-100916,Business Unit A,JBHT,2025-04-30,2025-05-03,2025-05-05,late pick
SHIP-100917,Business Unit B,KNIN,2025-01-30,2025-02-01,2025-01-31,None
SHIP-100918,Business Unit B,CHRW,2025-11-11,2025-11-14,2025-11-14,None
SHIP-100919,Business Unit B,JBHT,2025-02-24,2025-02-28,2025-02-28,None
SHIP-100920,Business Unit A,MAEU,2025-08-31,2025-09-05,2025-09-04,None
SHIP-100921,Business Unit A,CHRW,2025-12-29,2025-12-31,2025-12-31,None
SHIP-100922,Business Unit B,KNIN,2025-02-02,2025-02-06,2025-02-07,weather
SHIP-100923,Business Unit A,JBHT,2025-12-16,2025-12-18,2025-12-17,None
SHIP-100924,Business Unit A,CHRW,2025-02-18,2025-02-20,2025-02-19,None
SHIP-100925,Business Unit A,CHRW,2025-01-06,2025-01-08,2025-01-09,traffic
SHIP-100926,Business Unit A,MAEU,2025-10-14,2025-10-19,2025-10-19,None
SHIP-100927,Business Unit B,JBHT,2025-12-08,2025-12-10,2025-12-10,None
SHIP-100928,Business Unit A,KNIN,2025-04-29,2025-05-02,2025-05-04,equipment failure
SHIP-100929,Business Unit B,JBHT,2025-01-07,2025-01-11,2025-01-11,None
SHIP-100930,Business Unit A,MAEU,2025-03-14,2025-03-17,2025-03-20,consignee reschedule
SHIP-100931,Business Unit B,EXPD,2025-02-25,2025-02-28,2025-02-28,None
SHIP-100932,Business Unit A,JBHT,2025-06-04,2025-06-07,2025-06-07,None
SHIP-100933,Business Unit B,JBHT,2025-09-23,2025-09-25,2025-09-25,None
SHIP-100934,Business Unit A,KNIN,2025-07-23,2025-07-27,2025-07-26,None
SHIP-100935,Business Unit B,EXPD,2025-06-08,2025-06-10,2025-06-12,traffic
SHIP-100936,Business Unit B,KNIN,2025-10-14,2025-10-18,2025-10-17,None
SHIP-100937,Business Unit B,JBHT,2025-09-21,2025-09-24,2025-09-23,None
SHIP-100938,Business Unit B,JBHT,2025-09-05,2025-09-07,2025-09-07,None
SHIP-100939,Business Unit B,JBHT,2025-07-01,2025-07-05,2025-07-06,weather
SHIP-100940,Business Unit A,KNIN,2025-11-06,2025-11-11,2025-11-11,None
SHIP-100941,Business Unit B,JBHT,2025-06-17,2025-06-21,2025-06-21,None
SHIP-100942,Business Unit B,KNIN,2025-12-24,2025-12-29,2025-12-29,None
SHIP-100943,Business Unit A,MAEU,2025-11-21,2025-11-25,2025-11-28,carrier delay
SHIP-100944,Business Unit B,JBHT,2025-06-03,2025-06-06,2025-06-06,None
SHIP-100945,Business Unit B,KNIN,2025-06-04,2025-06-06,2025-06-06,None
SHIP-100946,Business Unit B,KNIN,2025-06-19,2025-06-21,2025-06-21,None
SHIP-100947,Business Unit A,MAEU,2025-09-08,2025-09-13,2025-09-13,None
SHIP-100948,Business Unit A,CHRW,2025-06-04,2025-06-07,2025-06-08,weather
SHIP-100949,Business Unit B,JBHT,2025-01-04,2025-01-06,2025-01-05,None
SHIP-100950,Business Unit B,KNIN,2025-08-07,2025-08-10,2025-08-09,None
SHIP-100951,Business Unit B,CHRW,2025-09-03,2025-09-06,2025-09-06,None
SHIP-100952,Business Unit B,MAEU,2025-04-17,2025-04-19,2025-04-19,None
SHIP-100953,Business Unit B,JBHT,2025-03-24,2025-03-27,2025-03-26,None
SHIP-100954,Business Unit A,JBHT,2025-01-01,2025-01-06,2025-01-06,None
SHIP-100955,Business Unit A,CHRW,2025-01-19,2025-01-22,2025-01-21,None
SHIP-100956,Business Unit A,KNIN,2025-05-05,2025-05-08,2025-05-10,consignee reschedule
SHIP-100957,Business Unit A,CHRW,2025-05-31,2025-06-03,2025-06-04,traffic
SHIP-100958,Business Unit B,MAEU,2025-05-10,2025-05-12,2025-05-12,None
SHIP-100959,Business Unit A,EXPD,2025-08-08,2025-08-10,2025-08-10,None
SHIP-100960,Business Unit B,KNIN,2025-11-01,2025-11-06,2025-11-09,consignee reschedule
SHIP-100961,Business Unit A,MAEU,2025-04-24,2025-04-27,2025-04-29,consignee reschedule
