Shipment ID,Origin City,Origin State,Origin Country,Destination City,Destination State,Destination Country
SHIP-100935,Chicago,IL,US,Chicago,IL,US
SHIP-100936,Atlanta,GA,US,Los Angeles,CA,US
SHIP-100937,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100938,New York,NY,US,Houston,TX,US
SHIP-100939,Atlanta,GA,US,New York,NY,US
SHIP-100940,Houston,TX,US,Houston,TX,US
SHIP-100941,Toronto,ON,Canada,Vancouver,BC,Canada
SHIP-100942,Montreal,QC,Canada,Chicago,IL,US
SHIP-100943,New York,NY,US,Atlanta,GA,US
SHIP-100944,Montreal,QC,Canada,Houston,TX,US
SHIP-100945,Toronto,ON,Canada,Los Angeles,CA,US
SHIP-100946,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100947,Chicago,IL,US,Atlanta,GA,US
SHIP-100948,New York,NY,US,Chicago,IL,US
SHIP-100949,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100950,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100951,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100952,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100953,Chicago,IL,US,New York,NY,US
SHIP-100954,Houston,TX,US,Chicago,IL,US
SHIP-100955,Montreal,QC,Canada,Toronto,ON,Canada
SHIP-100956,Atlanta,GA,US,Houston,TX,US
SHIP-100957,Chicago,IL,US,Toronto,ON,Canada
SHIP-100958,New York,NY,US,Montreal,QC,Canada
SHIP-100959,Los Angeles,CA,US,Atlanta,GA,US
SHIP-100960,Vancouver,BC,Canada,Montreal,QC,Canada
SHIP-100961,New York,NY,US,New York,NY,US
SHIP-100962,New York,NY,US,Montreal,QC,Canada
SHIP-100963,New York,NY,US,Houston,TX,US
SHIP-100964,Toronto,ON,Canada,Atlanta,GA,US
SHIP-100965,Montreal,QC,Canada,Atlanta,GA,US
SHIP-100966,Houston,TX,US,Los Angeles,CA,US
SHIP-100967,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100968,Toronto,ON,Canada,Chicago,IL,US
SHIP-100969,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100970,Los Angeles,CA,US,Houston,TX,US
SHIP-100971,Atlanta,GA,US,Houston,TX,US
SHIP-100972,Los Angeles,CA,US,Vancouver,BC,Canada
SHIP-100973,Vancouver,BC,Canada,Atlanta,GA,US
SHIP-100974,Chicago,IL,US,Atlanta,GA,US
SHIP-100975,Los Angeles,CA,US,Chicago,IL,US
SHIP-100976,Houston,TX,US,Chicago,IL,US
SHIP-100977,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100978,New York,NY,US,Montreal,QC,Canada
SHIP-100979,Houston,TX,US,Los Angeles,CA,US
SHIP-100980,Vancouver,BC,Canada,Vancouver,BC,Canada
SHIP-100981,Atlanta,GA,US,Atlanta,GA,US
SHIP-100982,New York,NY,US,Toronto,ON,Canada
SHIP-100983,New York,NY,US,Houston,TX,US
SHIP-100984,Atlanta,GA,US,Vancouver,BC,Canada
SHIP-100985,Vancouver,BC,Canada,New York,NY,US
SHIP-100986,Montreal,QC,Canada,Los Angeles,CA,US
SHIP-100987,Houston,TX,US,Chicago,IL,US
SHIP-100988,Houston,TX,US,Toronto,ON,Canada
SHIP-100989,Los Angeles,CA,US,Chicago,IL,US
SHIP-100990,New York,NY,US,Atlanta,GA,US
SHIP-100991,Toronto,ON,Canada,Chicago,IL,US
SHIP-100992,New York,NY,US,Los Angeles,CA,US
SHIP-100993,Chicago,IL,US,Los Angeles,CA,US
SHIP-100994,New York,NY,US,Vancouver,BC,Canada
SHIP-100995,Chicago,IL,US,Chicago,IL,US
SHIP-100996,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100997,Los Angeles,CA,US,Toronto,ON,Canada
SHIP-100998,Atlanta,GA,US,Toronto,ON,Canada
SHIP-100999,New York,NY,US,Chicago,IL,US
SHIP-101000,Vancouver,BC,Canada,Los Angeles,CA,US
